Company,CEO,Video Title,Video URL
Goldman Sachs,Mr. David  Solomon,Wilfred Frost interviews Goldman Sachs Chairman &amp; CEO David Solomon,https://www.youtube.com/watch?v=m3sRmLqD2NM
Goldman Sachs,Mr. David  Solomon,Goldman Sachs CEO David Solomon delivers testimony before Congress,https://www.youtube.com/watch?v=JUCcMAToLmg
Goldman Sachs,Mr. David  Solomon,Goldman Sachs boss David Solomon ‘bragged about getting oral sex’: complaint | New York Post,https://www.youtube.com/watch?v=9uzf03Ee6zA
Goldman Sachs,Mr. David  Solomon,"Goldman Sachs&#39; David Solomon is distracted, says Dartmouth Professor Paul Argenti",https://www.youtube.com/watch?v=ZF9eGqowly8
Goldman Sachs,Mr. David  Solomon,Goldman Sachs employees are concerned about CEO David Solomon&#39;s leadership style,https://www.youtube.com/watch?v=1BZm9BxhBjk
Halliburton,Mr. Jeffrey Allen Miller,Halliburton Company&#39;s CEO and Work Experience - Q1 2019,https://www.youtube.com/watch?v=BEFKps3YR1g
Halliburton,Mr. Jeffrey Allen Miller,CCTV shows murderer laughing with friend shortly before killing him,https://www.youtube.com/watch?v=JRHUNbmhBFo
Halliburton,Mr. Jeffrey Allen Miller,Dwight Powell forgot how tall he was 💀,https://www.youtube.com/watch?v=D_RzNuEHTWE
Halliburton,Mr. Jeffrey Allen Miller,"Scientists Put a Camera in a Coffin for Research Purposes. When They Turned it on, They Screamed!",https://www.youtube.com/watch?v=BBJpTOCxe4c
Halliburton,Mr. Jeffrey Allen Miller,HKIAC-4 Pump Court Webinar: Halliburton: problem solved – or problems created?,https://www.youtube.com/watch?v=oHwYe-2JjIc
Halliburton,Mr. Jeffrey Allen Miller,Shell Distinguished Lecture Series Presentation -- A Blueprint for Competitiveness,https://www.youtube.com/watch?v=da_WpqeArHI
Halliburton,Mr. Jeffrey Allen Miller,Tyrese Haliburton Chops It Up With Q + D | Knuckleheads Podcast | The Players’ Tribune,https://www.youtube.com/watch?v=xwASjdTR9-w
Halliburton,Mr. Jeffrey Allen Miller,“ጥቁር ቅዳሜ” በህዳር 14፣ ከ43 ዓመት በፊት በደርግ ስለተፈፀመው ግድያ፤መንግስቱ ሐይለማርያም እና ፍቅረስላሴ ወግደረስ ምን አሉ?,https://www.youtube.com/watch?v=qG0DR98ybVM
Halliburton,Mr. Jeffrey Allen Miller,The Moo Young murders and the case against Kris Maharaj [True Crime],https://www.youtube.com/watch?v=D33ciKiLAGo
Halliburton,Mr. Jeffrey Allen Miller,The Yes Men Fix The World P2P version (2010) [full movie],https://www.youtube.com/watch?v=4LQKVgiwLx8
Hartford (The),Mr. Christopher Jerome Swift CPA,Growing up Pentecostal... #short,https://www.youtube.com/watch?v=O_NdtKqgkaA
Hartford (The),Mr. Christopher Jerome Swift CPA,"LIVE: ABC News Live - Wednesday, August 28| ABC News",https://www.youtube.com/watch?v=ixla-Rl-9UI
Hartford (The),Mr. Christopher Jerome Swift CPA,Auburn Coach Wife Kristi Malzahn Agrees with Match &amp; eHarmony: Men are Jerks,https://www.youtube.com/watch?v=ehpmfEVST8I
Hasbro,Mr. Christian P. Cocks,South Park Magic the Gathering,https://www.youtube.com/watch?v=eGfXDxrue1w
Hasbro,Mr. Christian P. Cocks,Bank of America DOUBLE DOWNGRADES Hasbro Stock = Magic Player Base DOWN heading to the Holidays,https://www.youtube.com/watch?v=ZLzGCvtpqvQ
Hasbro,Mr. Christian P. Cocks,Executive Suite 12/12/2018: Hasbro,https://www.youtube.com/watch?v=kkAkxcfq9jU
Hasbro,Mr. Christian P. Cocks,FAMILY GUY TRY NOT TO LAUGH COMPILATION 🤣 More Major Losses For Me,https://www.youtube.com/watch?v=FFE5Xhnu4-o
Hasbro,Mr. Christian P. Cocks,"Geeky Things We Bought | Jeromy, Vinz, &amp; James",https://www.youtube.com/watch?v=loqq-ndQljI
Hasbro,Mr. Christian P. Cocks,Live: Is Chris-Chan Free From Prison? + More,https://www.youtube.com/watch?v=W-uI8TdmoEU
Hasbro,Mr. Christian P. Cocks,Chris Chan: A Comprehensive History - Part 25,https://www.youtube.com/watch?v=z5GgVLk2Tio
Hasbro,Mr. Christian P. Cocks,ComicCon Hunt Books | Cedric Poulat Art | Outside Looking In CBSI Hot10 | The Qualified | 09.13.2024,https://www.youtube.com/watch?v=cfncyRswkUY
Hasbro,Mr. Christian P. Cocks,Clark Spoden WWII Presentation The Takoradi Route,https://www.youtube.com/watch?v=UPbV5LATTFE
Hasbro,Mr. Christian P. Cocks,Entropy Zero 1 &amp; 2 - 100% - Very Hard - !PIA - Half-Life 2,https://www.youtube.com/watch?v=-9dOl1HU0_8
HCA Healthcare,Mr. Samuel N. Hazen,"Resident Unionization, Part 1: Lessons from Hamburger University",https://www.youtube.com/watch?v=2dp2lzMTNIo
Henry Schein,Mr. Stanley M. Bergman,HENRYSCHEIN Stanley Bergman DNN InterviewEng,https://www.youtube.com/watch?v=I_toF149mPI
Henry Schein,Mr. Stanley M. Bergman,Mr. Stanley Bergman,https://www.youtube.com/watch?v=QzQwyW7o0eE
Henry Schein,Mr. Stanley M. Bergman,Henry Schein CEO Stanley Bergman | Mad Money | CNBC,https://www.youtube.com/watch?v=2tMCGrZHN-Q
Henry Schein,Mr. Stanley M. Bergman,"853 Dentistry’s Future with Stanley M. Bergman, Chairman of the Board and CEO of Henry Schein, Inc.",https://www.youtube.com/watch?v=OZg0NXCkjNY
Henry Schein,Mr. Stanley M. Bergman,State of the Dental Industry With Stanley M. Bergman &amp; Rolando Mia,https://www.youtube.com/watch?v=8Fhzhhm1TUw
Henry Schein,Mr. Stanley M. Bergman,02-22-11 - Stanley Bergman&#39;s Interview with Forbes,https://www.youtube.com/watch?v=fSTmOZ0eB-U
Henry Schein,Mr. Stanley M. Bergman,01-27-11  - Stanley Bergman&#39;s Interview with Fox Business News,https://www.youtube.com/watch?v=Bl88n3Wzx1w
Henry Schein,Mr. Stanley M. Bergman,덴탈아리랑 헨리샤인 회장 특별인터뷰_ HENRYSCHEIN Stanley Bergman DNN Interview,https://www.youtube.com/watch?v=bqgpvK9vhYY
Henry Schein,Mr. Stanley M. Bergman,9th International Students&#39; Dental Conference: 10 Lessons from Stanley M. Bergman,https://www.youtube.com/watch?v=SHctc8DuaZU
Henry Schein,Mr. Stanley M. Bergman,05-03-11 - Stanley Bergman&#39;s Interview on Bloomberg TV,https://www.youtube.com/watch?v=tqq0orNxfRc
Hershey Company (The),Ms. Michele Gross Buck,The Hershey Company Q4 2022 Earnings Call,https://www.youtube.com/watch?v=mw6BBhmAUqA
Hershey Company (The),Ms. Michele Gross Buck,HSY Stock | The Hershey Company Q1 2022 Earnings Call,https://www.youtube.com/watch?v=YE3hmndPTjw
Hershey Company (The),Ms. Michele Gross Buck,"Cramer: Hershey is &#39;king of snacking,&#39; but Mondelez stock is a better buy",https://www.youtube.com/watch?v=FlRck6rJgKE
Hershey Company (The),Ms. Michele Gross Buck,Infamous Roller Coaster Disaster of Hayley Williams,https://www.youtube.com/watch?v=SFdzWnIjU88
Hershey Company (The),Ms. Michele Gross Buck,Don’t Stay in SHELTERS on the Appalachian Trail,https://www.youtube.com/watch?v=jzVxhfTsFbE
Hershey Company (The),Ms. Michele Gross Buck,her baby fell off the roller coaster..,https://www.youtube.com/watch?v=FPeq-FwPiik
Hershey Company (The),Ms. Michele Gross Buck,Student Snacks That Drive Teachers Crazy,https://www.youtube.com/watch?v=ifBhFGOCmB0
Hershey Company (The),Ms. Michele Gross Buck,Dexcom CEO previews new glucose monitoring system - It will be the &#39;revolution in diabetes data&#39;,https://www.youtube.com/watch?v=9J4wckk6VYU
Hershey Company (The),Ms. Michele Gross Buck,L.A. Guns - The Ballad Of Jayne (Official Music Video),https://www.youtube.com/watch?v=s6198qSm0Y0
Hershey Company (The),Ms. Michele Gross Buck,TCP in the Morning 5/5/22,https://www.youtube.com/watch?v=xML_CV5fTLo
Hess Corporation,Mr. John B. Hess,CEO Dialogue with John Hess,https://www.youtube.com/watch?v=kB4SiaFxLQk
Hess Corporation,Mr. John B. Hess,"2016 World Leadership Forum Dinner - John B Hess and Dame Jillian Sackler - September 19, 2016",https://www.youtube.com/watch?v=lMLCs2iFFsA
Hess Corporation,Mr. John B. Hess,The Many Faces Of John Hess,https://www.youtube.com/watch?v=tC9RD1oDKzk
Hess Corporation,Mr. John B. Hess,John Hess Presents Nitin Nohria the FPA Medal,https://www.youtube.com/watch?v=Ob4jIAERh9Q
Hess Corporation,Mr. John B. Hess,OPEC Secretary General HE Mohammad Sanusi Barkindo and Hess CEO John Hess #CSIS,https://www.youtube.com/watch?v=AM92A4tao5Q
Hess Corporation,Mr. John B. Hess,Guyana Gas to Energy Project,https://www.youtube.com/watch?v=arSNjfK5Q9o
Hess Corporation,Mr. John B. Hess,Perspectives from the World Energy Outlook 2018,https://www.youtube.com/watch?v=bC_j3uARgHo
Hess Corporation,Mr. John B. Hess,Guyana Latest News: $750 Million USD CARBON CREDIT - Government Signed Historic Agreement with Hess,https://www.youtube.com/watch?v=0xqzbVNfGUw
Hess Corporation,Mr. John B. Hess,Late Notice,https://www.youtube.com/watch?v=GvILymHyRNo
Hess Corporation,Mr. John B. Hess,ESG Investing: The Perspective from the C-Suite,https://www.youtube.com/watch?v=MetgfFx-TfQ
Hewlett Packard Enterprise,Mr. Antonio Fabio Neri,"Paolo Del Grosso, Indirect Sales Director Manager HP Enterprise Group Italia",https://www.youtube.com/watch?v=LpxdB5VNATE
Hilton Worldwide,Mr. Christopher J. Nassetta,Hilton CEO Chris Nassetta at NYU,https://www.youtube.com/watch?v=npyDr46bR1E
Hilton Worldwide,Mr. Christopher J. Nassetta,"Teague Talks...with Chris Nassetta, President &amp; CEO of Hilton",https://www.youtube.com/watch?v=oWc0Dd2vp90
Hilton Worldwide,Mr. Christopher J. Nassetta,Bharat Shah Leadership Speaker Series – Chris Nassetta | 3.22.19,https://www.youtube.com/watch?v=xGx904SHJIY
Hilton Worldwide,Mr. Christopher J. Nassetta,Concord Hospitality 30th Anniversary Message from Christopher Nassetta,https://www.youtube.com/watch?v=vYc4PvtIVzE
Hilton Worldwide,Mr. Christopher J. Nassetta,CGTN BizTalk: The Hilton story – Room for recovery,https://www.youtube.com/watch?v=foc9yaHYJkw
Hilton Worldwide,Mr. Christopher J. Nassetta,2017 Voices of Solidarity: Christopher Nassetta,https://www.youtube.com/watch?v=sfC3S0vDDJk
Hilton Worldwide,Mr. Christopher J. Nassetta,THE BIGGEST HOSPITALITY FACES SPEAK TO CNBC-TV18 - PART 3,https://www.youtube.com/watch?v=X05XjQcijI4
Hilton Worldwide,Mr. Christopher J. Nassetta,The Success Of Hilton Hotels And Resorts | Business Story,https://www.youtube.com/watch?v=3fOD-dC1_Ng
Hilton Worldwide,Mr. Christopher J. Nassetta,Hospitality At Crossroads,https://www.youtube.com/watch?v=_cKl7qlJhvg
Hilton Worldwide,Mr. Christopher J. Nassetta,Hilton EVP &amp; Chief Commercial Officer at Skift Take Studio,https://www.youtube.com/watch?v=bINphfs5pwA
Hologic,Mr. Stephen P. MacMillan,Hologic CEO on innovating in women&#39;s health,https://www.youtube.com/watch?v=DYwupQmdj54
Hologic,Mr. Stephen P. MacMillan,Successful Leadership: Stories From a Great Leader -- Called to Coach,https://www.youtube.com/watch?v=hAKzaVZ-Fpw
Home Depot (The),Mr. Edward P. Decker,Don&#39;t be this guy! Entitlement of the Seas! 🚢,https://www.youtube.com/watch?v=3EqBOU6QhrY
Home Depot (The),Mr. Edward P. Decker,Growing up Pentecostal... #short,https://www.youtube.com/watch?v=O_NdtKqgkaA
Home Depot (The),Mr. Edward P. Decker,Spanish Bridge in Ocho Rios Www.islanddreamtour.com,https://www.youtube.com/watch?v=O3nAx6uf_ms
Home Depot (The),Mr. Edward P. Decker,"Teens Mock Boy At Burger King, Don’t Notice Man On Bench",https://www.youtube.com/watch?v=GopbHcItq78
Home Depot (The),Mr. Edward P. Decker,Celebs Who Got Fired From the Industry,https://www.youtube.com/watch?v=CLQNyiA-w64
Home Depot (The),Mr. Edward P. Decker,Sons of the Confederate Veterans 1995,https://www.youtube.com/watch?v=59MIUPPFTVc
Home Depot (The),Mr. Edward P. Decker,Lake Forest College Preservation Plan Project (2008),https://www.youtube.com/watch?v=UItpBAjhQjU
Home Depot (The),Mr. Edward P. Decker,Try Not To Laugh 2022 Marathon,https://www.youtube.com/watch?v=i-MecHFGa-4
Home Depot (The),Mr. Edward P. Decker,"Fred Armisen, Emerican Johnson (Non-Compete) on Office Hours Live (Ep 163 6/28/2021)",https://www.youtube.com/watch?v=23ngMtFPyIQ
Home Depot (The),Mr. Edward P. Decker,"Misteri i binjakëve të lindur, nëna: I ushqeva tre javë me gji, m&#39;i morën",https://www.youtube.com/watch?v=L0MA7Xdj5TQ
Honeywell,Mr. Vimal M. Kapur,Get to Know Honeywell CEO Vimal Kapur,https://www.youtube.com/watch?v=VF_X51nsI-Q
Honeywell,Mr. Vimal M. Kapur,Interview with Honeywell,https://www.youtube.com/watch?v=upjWWm5mkbo
Honeywell,Mr. Vimal M. Kapur,Honeywell CEO Darius Adamczyk: Business environment relatively strong,https://www.youtube.com/watch?v=ZPrW_RkPKVA
Honeywell,Mr. Vimal M. Kapur,#Davos2017: India Remains A Growth Country For Us: Honeywell,https://www.youtube.com/watch?v=D4RCRaW-9S8
Honeywell,Mr. Vimal M. Kapur,World Bank President Ajay Banga on ‘perfect storm’ of crises | DW News,https://www.youtube.com/watch?v=vTeJOzCoXO8
Honeywell,Mr. Vimal M. Kapur,CEO,https://www.youtube.com/watch?v=vu5ZDkO1pHI
Honeywell,Mr. Vimal M. Kapur,Mitsubishi Electric Ex President | HVAC - Exclusive Interview | S2-E4,https://www.youtube.com/watch?v=7VZc9o7evtU
Honeywell,Mr. Vimal M. Kapur,GSX 2019: Honeywell Commercial Security Products,https://www.youtube.com/watch?v=gqvGaQAwcqQ
Honeywell,Mr. Vimal M. Kapur,"ADIPEC Energy Dialogues With Jeff Zindel, VP and General Manager, Honeywell Connected Enterprise",https://www.youtube.com/watch?v=vva5O3KG4FM
Honeywell,Mr. Vimal M. Kapur,"Interview with Suleiman Najdi, CEO of Pavilion Architects",https://www.youtube.com/watch?v=HpuAjXH-ShI
Hormel Foods,Mr. James P. Snee,VIP Speaker Series: Hershey&#39;s CEO - J.P. Bilbrey,https://www.youtube.com/watch?v=bELxc8vpT28
Hormel Foods,Mr. James P. Snee,Sara Mathew - Dare to Lead - 2019 P&amp;G Alumni Network Global Conference in Madrid,https://www.youtube.com/watch?v=ffdHritYULk
Hormel Foods,Mr. James P. Snee,Scott Rowe: Spindletop&#39;s 55th Annual Golf Tournament,https://www.youtube.com/watch?v=3eZsYs2TOyw
HP Inc.,Mr. Enrique J. Lores,Corporate Overview Of HPQ Silicon Via Interview With Company CEO — Bernard Tourillon,https://www.youtube.com/watch?v=-5qMxej-CF0
HP Inc.,Mr. Enrique J. Lores,"A Conversation with Rich Kramer: Leadership, Innovation and What’s Next for Goodyear",https://www.youtube.com/watch?v=NsXRMDLXCLg
HP Inc.,Mr. Enrique J. Lores,Xerox President &amp; COO Steve Bandrowczak Tells Us What&#39;s Happenin&#39;,https://www.youtube.com/watch?v=vSLBSLA7x5A
HP Inc.,Mr. Enrique J. Lores,"The Mach49 Process - Rich Kramer, CEO of Goodyear",https://www.youtube.com/watch?v=jIV4ywS32xw
HP Inc.,Mr. Enrique J. Lores,"Advancing Hillrom’s Digital Vision, a Discussion with John Groetelaars, CEO",https://www.youtube.com/watch?v=G4oIAgv7hU0
HP Inc.,Mr. Enrique J. Lores,Lenovo&#39;s Wilfredo Sotolongo Explains How to Develop a Future-Ready Data Center,https://www.youtube.com/watch?v=BEfCSYPqRfc
HP Inc.,Mr. Enrique J. Lores,Eileen Drake FLEF 2017,https://www.youtube.com/watch?v=xlCrIKxdwhM
HP Inc.,Mr. Enrique J. Lores,"Sam Palmisano - The Costa Report - August 18, 2016",https://www.youtube.com/watch?v=kI1ztxJYUuY
HP Inc.,Mr. Enrique J. Lores,2021-03-31 Conversation with Toshiaki Higashihara,https://www.youtube.com/watch?v=GwkCcF3hUtg
HP Inc.,Mr. Enrique J. Lores,CA Foundation BCK Revision Series Business Organisations | CA Aditya Sharma | Complete Course Lec 9,https://www.youtube.com/watch?v=PzgIF64SgJs
Humana,Ms. Susan Marie Diamond,Maria Félix comprando joyas y hablando francés  INÉDITO,https://www.youtube.com/watch?v=IG33y12KtfI
Humana,Ms. Susan Marie Diamond,Amazing minds | Amazing careers,https://www.youtube.com/watch?v=XScqb9oHQTc
Humana,Ms. Susan Marie Diamond,"ናሽናል ጂኦግራፊ -Nat-Geo Season 1, Episode 46 | ታዳኝ እንስሳት ፡ ያልተጋበዙ ጎብኚዎች",https://www.youtube.com/watch?v=Pk23LHhtydA
Humana,Ms. Susan Marie Diamond,🔍🕵️‍♂️ His Last Bow: An Epilogue of Sherlock Holmes | Final Adventure Revealed! 📚✨,https://www.youtube.com/watch?v=hJoI_XHED9M
Humana,Ms. Susan Marie Diamond,Jeffrey Mishlove: Remote Viewing &amp; Testing the Paranormal,https://www.youtube.com/watch?v=VFpHk9WqCrY
Humana,Ms. Susan Marie Diamond,Annie Easley: Black History Month Highlight 2023 - TLSS #blackhistory,https://www.youtube.com/watch?v=iSkLQui4ZPY
Humana,Ms. Susan Marie Diamond,How To Live Out Your Passion And Manifest Love | Danette May,https://www.youtube.com/watch?v=bELqzNN_Ho0
Humana,Ms. Susan Marie Diamond,"ADMIRADA Y DESEADA POR MUCHOS. ELLA NO CREÍA EN LOS APEGOS. LA DIVA DE MÉXICO: MARÍA FÉLIX, LA DOÑA.",https://www.youtube.com/watch?v=aYvY24wtS0M
Humana,Ms. Susan Marie Diamond,2024 Great American Eclipse (Full Broadcast),https://www.youtube.com/watch?v=WS00v_jDgUo
Humana,Ms. Susan Marie Diamond,رمز زندگی - موضوع: خشکی جلد - قسمت ۹۸,https://www.youtube.com/watch?v=mOG91cwjp9M
Huntington Bancshares,Mr. Stephen D. Steinour,Stephen Steinour speaks at the DEC,https://www.youtube.com/watch?v=3E_tF1Q5B5c
Huntington Bancshares,Mr. Stephen D. Steinour,Business Leader Series w/ David Gregory Part 2 (5.21.12),https://www.youtube.com/watch?v=z_zw47NFnVU
IBM,Mr. Arvind  Krishna,"Leadership and Innovation with the CEO of IBM - Arvind Krishna | Online Lecture Series, Techfest",https://www.youtube.com/watch?v=N_aBI004Rd4
IBM,Mr. Arvind  Krishna,IBM के CEO Arvind Krishna के जुड़ी पुरी जानकारी जो आप जानना चाहते हैं। AajTak Tech,https://www.youtube.com/watch?v=eflRaDGEeU4
IBM,Mr. Arvind  Krishna,"A Joyful Celebration 2021 - Keynote - Arvind Krishna - Chairman &amp; CEO, IBM",https://www.youtube.com/watch?v=5QxVzFu4wSM
IBM,Mr. Arvind  Krishna,"Arvind Krishna, CEO and Chairman of IBM in conversation with Henry Kravis, Co-founder of KKR",https://www.youtube.com/watch?v=GJBp0cLcYbs
IBM,Mr. Arvind  Krishna,PM Modi Video Conference With IBM CEO Aravind Krishna | hmtv News,https://www.youtube.com/watch?v=oAijbvklUHg
IBM,Mr. Arvind  Krishna,Arvind Krishna - The Impact Of Quantum On Energy And Food,https://www.youtube.com/watch?v=ycewQ31E7bM
IBM,Mr. Arvind  Krishna,Current Affairs Topic: Arvind Krishna  is the new CEO of IBM | Binit Binod Sir,https://www.youtube.com/watch?v=BOCrVLF6Dh4
IBM,Mr. Arvind  Krishna,Raghu Raghuram and Arvind Krishna discuss a shared hybrid cloud vision,https://www.youtube.com/watch?v=2XX_IVhUfrI
IBM,Mr. Arvind  Krishna,"Watch: PM Modi, IBM CEO talk Atmanirbhar campaign, investments in India",https://www.youtube.com/watch?v=nbEQyLnB17w
IBM,Mr. Arvind  Krishna,"Our Group CEO Peng Xiao joins Arvind Krishna, Chairman and CEO at IBM, in ADIPEC Panel Discussion",https://www.youtube.com/watch?v=D7V5ECZR67Y
Illinois Tool Works,Mr. Christopher A. O'Herlihy,"January 2021, Python Ireland&#39;s meetup, Michael Dowling",https://www.youtube.com/watch?v=vUj7Vmqbq5c
Illinois Tool Works,Mr. Christopher A. O'Herlihy,Colin Powell School&#39;s Class Discusion with Trans Activists Brooke Cerda Guzmán and ZaZa Ginnell,https://www.youtube.com/watch?v=dzx9OTBStls
Incyte,Mr. Herve  Hoppenot,Mr. O’s Commencement address,https://www.youtube.com/watch?v=njxQWZNUwEc
Incyte,Mr. Herve  Hoppenot,Sangamo Therapeutics CEO: Alzheimer&#39;s and Parkinson&#39;s Gene Therapies | Mad Money | CNBC,https://www.youtube.com/watch?v=96y6WHm-FiY
Incyte,Mr. Herve  Hoppenot,"Episode 3:  Murray Kessler, Perrigo",https://www.youtube.com/watch?v=ZtjfwRy5NsU
Incyte,Mr. Herve  Hoppenot,Simpkins Speaker Series - Hyatt Brown,https://www.youtube.com/watch?v=luinAI0NSq8
Intel,Mr. Patrick P. Gelsinger,Intel CEO Pat Gelsinger: We expect the foundry business to break even in 2027,https://www.youtube.com/watch?v=1lmXwSw7kqM
Intel,Mr. Patrick P. Gelsinger,"[32] Ian Interviews: Pat Gelsinger, Intel CEO",https://www.youtube.com/watch?v=0PrmrMQ9gJU
Intel,Mr. Patrick P. Gelsinger,"Intel CEO Pat Gelsinger a ‘very discourteous fellow,’ TSMC founder says",https://www.youtube.com/watch?v=X8UWxXJHHbE
Intel,Mr. Patrick P. Gelsinger,EMC&#39;s Pat Gelsinger on Corporate Culture [Intel vs. EMC],https://www.youtube.com/watch?v=tqzppsRJtUo
Intel,Mr. Patrick P. Gelsinger,Patrick Gelsinger on Leadership,https://www.youtube.com/watch?v=qE-5ftNgKOs
Intel,Mr. Patrick P. Gelsinger,Juggling Act | Pat Gelsinger | Talks at Google,https://www.youtube.com/watch?v=IYY8Hi6VGvA
Intel,Mr. Patrick P. Gelsinger,"Christian Union Interviews Pat Gelsinger, CEO of VMware",https://www.youtube.com/watch?v=dkvhAZQ9wKc
Intel,Mr. Patrick P. Gelsinger,Intel CEO Patrick P. Gelsinger - Spring Commencement 2022,https://www.youtube.com/watch?v=E1UUddpgJDk
Intel,Mr. Patrick P. Gelsinger,Lenovo Tech Life 2022: Empowering a Changing World with Intel&#39;s Pat Gelsinger,https://www.youtube.com/watch?v=0T8iP1fSFGE
Intel,Mr. Patrick P. Gelsinger,Intel CEO Pat Gelsinger: U.S. must act now on semiconductor manufacturing,https://www.youtube.com/watch?v=qLE7_aFIQDI
Intercontinental Exchange,Mr. Jeffrey C. Sprecher,Can Model Y Dethrone the F-150? | Tesla Time News 420,https://www.youtube.com/watch?v=O4nlNun-LV4
Intercontinental Exchange,Mr. Jeffrey C. Sprecher,Jeffrey R  Immelt - CEO General Electric,https://www.youtube.com/watch?v=oX59qTHA8eM
Intercontinental Exchange,Mr. Jeffrey C. Sprecher,Episode 124: ICE Futures U.S. President Trabue Bland on Scaling Markets and Mountains,https://www.youtube.com/watch?v=jwkkfayQYPY
Intercontinental Exchange,Mr. Jeffrey C. Sprecher,John Bryant – Former Chairman and CEO of Kellogg’s | THE JUNGLE #2,https://www.youtube.com/watch?v=JWB1VZ4Xg_g
Intercontinental Exchange,Mr. Jeffrey C. Sprecher,Bakkt CEOs &amp; US Senators Pandemic Scheme EXPOSED!,https://www.youtube.com/watch?v=pHrESyOQ8zs
Intercontinental Exchange,Mr. Jeffrey C. Sprecher,"Mr John A. Allison IV, CEO of BB&amp;T(1989-2008) , Cato Institute",https://www.youtube.com/watch?v=J4xOb3iWP2Y
Intercontinental Exchange,Mr. Jeffrey C. Sprecher,美拉攏印菲白折騰，印尼表態不站隊！反美芯片限制令，荷蘭要自主！德否定去全球化，歐對華合作要繼續！中俄聯合國挫敗美！|直播港澳台【精編版20221123】,https://www.youtube.com/watch?v=8q1Il8fS0Xs
Intercontinental Exchange,Mr. Jeffrey C. Sprecher,美賊喊捉賊，中國硬核反擊！美急G20會晤？中國已讀不回！北京反干涉，布林肯憂中國速統！|直播港澳台【精編版20221026】,https://www.youtube.com/watch?v=rhzlmUUrwLg
Intercontinental Exchange,Mr. Jeffrey C. Sprecher,美赤字創新高，對華貿易戰徹底破產！制裁大棒反噬，拜登自毀美元霸權！史無前例？美將出台對華投資限制規則！唱反調，法德積極投資中國！|直播港澳台【精編版20230421】,https://www.youtube.com/watch?v=nhVtVl4s_Sw
Intercontinental Exchange,Mr. Jeffrey C. Sprecher,What is Bakkt Bitcoin Exchange How Bakkt Works Is Bakkt Good for Bitcoin Bakkt is Live Bakkt News,https://www.youtube.com/watch?v=Z3eSuQOboNQ
International Flavors & Fragrances,Mr. Glenn Robert Richter,ISDC 2001 - 2001: A Space Odyssey - Banquet,https://www.youtube.com/watch?v=JLp5RB0W7l8
International Flavors & Fragrances,Mr. Glenn Robert Richter,Super Investors Just Bought These Stocks,https://www.youtube.com/watch?v=aA511CMFSMM
International Flavors & Fragrances,Mr. Glenn Robert Richter,List of works about the Dutch East India Company | Wikipedia audio article,https://www.youtube.com/watch?v=b0exVEmgQYk
International Flavors & Fragrances,Mr. Glenn Robert Richter,Things Mr. Welch is No Longer Allowed to do in a RPG #1-2450 Reading Compilation,https://www.youtube.com/watch?v=xFwOOxtmFL0
International Paper,Mr. Timothy S. Nicholls,Jimmy Butler Claps Rachel Nichols Cheeks in the Bubble #shorts,https://www.youtube.com/watch?v=mf3RyyFRrfc
International Paper,Mr. Timothy S. Nicholls,Top 10 Celebrities Who Destroyed Their Careers On Talk Shows,https://www.youtube.com/watch?v=Co0lh7SyV3M
International Paper,Mr. Timothy S. Nicholls,This Riley Curry moment was adorable 🥺 | NBA on ESPN,https://www.youtube.com/watch?v=E5qLSZ7lWgQ
International Paper,Mr. Timothy S. Nicholls,New allegations of Moscow&#39;s interference in US politics | Ukraine: The Latest,https://www.youtube.com/watch?v=XDgzli6OgTg
International Paper,Mr. Timothy S. Nicholls,unmissable gag by jethro,https://www.youtube.com/watch?v=cI5ahYYO_Tk
International Paper,Mr. Timothy S. Nicholls,Nuclear escalation and how Germany got hooked on Russian energy | Ukraine: The Latest | Podcast,https://www.youtube.com/watch?v=PpPW3FV-wjI
International Paper,Mr. Timothy S. Nicholls,The Essay and the Poetic Documentary - OzDox Nov 2014,https://www.youtube.com/watch?v=keeBIaTPcyU
International Paper,Mr. Timothy S. Nicholls,Top 10 Biggest Criminal Minds Scandals,https://www.youtube.com/watch?v=2M30n41sBmE
International Paper,Mr. Timothy S. Nicholls,E.S. Meyers Lecture 2017 University of Queensland,https://www.youtube.com/watch?v=ykGNbmABIHE
International Paper,Mr. Timothy S. Nicholls,SOCAP14 - Wednesday Full Evening Plenary Session,https://www.youtube.com/watch?v=EPU6QXMw0cw
Intuit,Mr. Sasan K. Goodarzi,Intuit CEO Brad Smith interviewed by Harvard Business Review Editor-in-Chief Adi Ignatius,https://www.youtube.com/watch?v=Q6gcQDtsKQ8
Intuit,Mr. Sasan K. Goodarzi,Investor Day 2022 - Wrap up and Q&amp;A,https://www.youtube.com/watch?v=MZKSYRAW4yk
Intuit,Mr. Sasan K. Goodarzi,&quot;Rapid Testing: How Intuit Built Their Product&quot;,https://www.youtube.com/watch?v=qzRLtXEhFGY
Intuit,Mr. Sasan K. Goodarzi,🔴Morning Keynote: QuickBooks Connect San Jose 2019 | Live Stream,https://www.youtube.com/watch?v=SfpxvFdBY3s
Intuit,Mr. Sasan K. Goodarzi,"Debit Intuit, Credit Karma",https://www.youtube.com/watch?v=PbXqw9ueLjM
Intuit,Mr. Sasan K. Goodarzi,Painting the Art of the Possible with Brad D. Smith,https://www.youtube.com/watch?v=QoYws8lkY0Q
